chosen,rejected
"Hola Ensada/Simeon: no entiendo a qué te refieres; yo la veo normal. Has clic en editar para que se te actualice el artículo. Saludos, Farisori » 20:07 11 jul 2009 (UTC)","Porque no me hablas hijo de la gran puta que te puedo rajar de arriba que yo soy un puto gitana quinqui, que te puedo asesinar, ostia, coño, cojones, me cago en dios y hasta en la gran puta virgen, y en todo lo puto religioso incluyendo al puto copón bendito y a la puta madre que parió a Jesucristo que hables o te mato cabrón hijo de la gran puta te voy a arrancar la puta polla esa de cuajo y la voy a utilizar ya de paso para follar a tu puta madre y como no sea gratis que se prepare que la ahorco."
"Pero vamos a ver, ¿es que nadie ha estudiado el por qué de la reconquista? ¿el motivo de ésta? ¿Es que nadie conoce a los Reyes Católicos? entonces, ¿por qué cojones se pone que se hizo con la constitución de Cádiz, por el amor de Dios.",¿Qué parte no entiendes de que NO QUIERO CONTINUAR ESTA DISCUSIÓN ni en el maldito artículo y QUE QUIERO QUE ME DEJES EN PAZ DE UNA MALDITA VEZ? 
"Todo este artículo no es más que pura manipulación y falsificación. Ya veo que quien se encarga de poner los enlaces externos, no duda ni un momento en prodigarse con periódicos como Público o El País, o con panfletos ultraizquierdistas como El Plural, todos ellos enemigos declarados de Democracia Nacional y principales adalides de la manipulación, la mentira, el engaño y, cómo no, el Partido Socialista Obrero Español.",Cabezon es un friqui k con 11 años tenia tanta polla k hasta Desprez (un tio GAY) le queria chuparsela T keda claro? UN POLLON A TODOS
"Anda, ve con Dios. Que veo que andas perdiendo el tiempo con el troll ese. No hacer aprecio 24px    Cobalt    →   nonotzaliztli   21:49 20 jul 2008 (UTC)"," Pues no, pero ahora mismo me voy a recusitar a Felipe V. Creo que sus podridos restos quedan por El Escorial. A ver qué me cuenta "
"No solo el Sionista-Nazi-Mason Bill Gates esta involucrado con las vacunas, ademas de ser accionista de Monsanto, creara la primera marca comercial de marihuana. 189.223.232.","de esto, y ? ¿Y la coña esta? Por favor, absténgase de ediciones arbitrarias. Gracias.   Sonsaz   (  Discusión  ) 20:04 16 nov 2011 (UTC)"
"Hola, veo que has bloqueado Cubo_de_Rubik, con razón por ser el doodle de hoy. Pero en la sección  Concepción y desarrollo  hay una afirmación que no parece muy real, sobre todo cuando la contrastas con la versión inglesa: En marzo de 1970, Mario Jurado inventó...[...] El 9 de abril de 1970, Mario Jurado patentó su [...] Un saludo, ","HIJUEPUTA PLAYO DE PICHA, LO VOY A ESPICHAR PLAYO, MALPARIDO, ME CAGO EN SU MAMA MIL VECES ANDA, RASTREA LA ID DEL INTERNET Y ME VIENE A ARRESTAR, LOCA, CAREPINGA"
"Hola amigo, te felicito ya q has logrado llegar a las 5 mil ediciones el dia 19 de febrero. Saludos ;) 18px 17px 18px ","Yo propongo que lo corten en cachitos, por el daño que le hizo a la familia de John y al mundo."
"Dejando a un lado la poco confiable fuente del documental al que se refieren, quiero dejar en claro el parecido que tiene horus con el mito de Jesus: El parecido se aboca solo al nacimiento, pues se dice que muerto Osiris, isis concibio de manera virginal(aunque ella NO HERA VIRGEN) a Horus, segun este mito con el Espiritu de Osiris,es importante aclarar que Horus NO NACIO DE UNA UNION CARNAL, el pene de Osiris no se encontro Jamas, y el trozo de barro solo sirvio para darle vida, el perdio el pene, y jamas volvio a copular, Isis no le practico sexo oral, soplo en su pene falso para que el viviera de nuevo, pero, NO COPULO CON EL. Respecto al nacimiento de Horus, es mentira que fuera la fecha del nacimiento de Jesus. Mi fuente? Para horror de todos ustedes tengo una fuente muy buena; el Atlas Geografico: Egipto,Dioses, templos y Faraones, escrito por los egiptologos John Baines y Jaromir Malex. su ISBN es el siguiente: 84-7583-357-8 Asi pues, no me lo invento, ni lo tomo de un documental falso, lo he tomado de fuentes confiables, que me responden? entre tanto, el articulo sera modificado.","La página del Aeropuerto Internacional José Joaquín de Olmedo sigue siendo vandalizada por Juancho100 con información falsa y ridícula. Este individuo no aprende con nada, ni con el bloqueo que le impusieron hace poco.190.21.230.132 (discusión) 18:25 3 oct "
"Creo que por mantener la imparcialidad en el artículo y en el nombramiento como presidente interino de Venezuela, abría que aclarar que también hay distintos países que o bien no reconocen a Guaidó como presidente o quieren una solución pactada a la crisis, entre otros: La Unión Europea evita reconocer a Juan Guaidó como presidente interino de Venezuela https://www.eldiario.es/internacional/Consejo-Europeo-Juan-Guaido-Maduro_0_860215082.html España y Portugal, mantienen que debe de esperarse y que no van a hacer  seguidismo  de nadie http://www.rtve.es/noticias/20190123/borrell-pide-preservar-unidad-accion-union-europea-respuesta-venezuela/1873382.shtml Uruguay evita reconocer a Guaidó https://www.montevideo.com.uy/Noticias/Uruguay-llamo-a-reducir-tensiones-en-Venezuela-y-ofrecio-un-proceso-de-negociacionuc708106 México y Bolivia expresan hoy que siguen reconociendo a Maduro como presidente https://www.pagina12.com.ar/170323-mexico-y-bolivia-no-reconocen-a-guaido Un diputado del consejo de la Federación de Rusia expresó hoy que sigue reconociendo a Maduro https://actualidad.rt.com/actualidad/303070-rusia-no-revocar-reconocimiento-maduro AlbertoDV ","Che idiota, por que me borras mi pagina sobre Andes Talleres Sport Club, devolvela, ya. No robe ningun derecho de autor, hijo de puta. (discusión)"
"Diego, el Monte Vesubio que traduje del artículo inglés está en RAD. Uno de los puntos a subsanar es la etimología del nombre. La nota 4 es un enlace que está en alemán ¿Puedes comprobar si aclara algo?, porque únicamente parece la sinopsis de un libro escrito en italiano. Muchas gracias. Un abrazo. ",bueno si tu estas aki o a lo mejor kuando llegues t kiero desir algo o mejor aora vddddddddd tu me lo va a saber mamar ps ir a tu ksa k ai va a se mas ricooo k krees
"El Estado Islámico se apoderó de Sinjar en agosto de 2014, cometiendo atrocidades de todo tipo contra la minoría religiosa yazidí que vivía en la ciudad. Miles de yazidíes quedaron entonces atrapados durante semanas en condiciones muy difíciles en los montes Sinjar. Esta situación dramática fue uno de los motivos esgrimidos por Washington para lanzar una campaña de ataques aéreos en Irak contra el ISIS. El 12 de noviembre de 2015 las fuerzas kurdas iraquíes con apoyo de la aviación de la coalición internacional lanzaron una amplia ofensiva contra el ISIS para recuperar la ciudad norteña de Sinjar, situada en una ruta de aprovisionamiento estratégica de los yihadistas. Más de 20 000 combatientes avanzaron desde las montañas de Sinjar, al norte de la ciudad, y desde el este y el oeste de la ciudad. Gran ofensiva en Irak para arrebatarle una ciudad al ISIS Afp y Efe - 12 de noviembre de 2015 Finalmente el 13 de noviembre los kurdos con ayuda de los bombardeos de la coalición internacional lograron liberar Sinjar cortando la ruta de aprovisionamiento del ISIS. Las fuerzas kurdas logran una victoria estratégica contra ISIS en Irak EL PAÍS - 13 de noviembre de 2015","Además, se rumoreó entre los fans que Newsted era homosexual? Quien fue el grandisimo animal que escribio eso? Alguien que me diga si esto es cierto o no? Porque yo no me lo creo ni a putas, el que lo debio escribir sinceramente es un estupido que tuvo una expereincia con Newsted, que ignorancia, no puedo creerlo, quien putas dijo que newsted es homosexual o se declaro homosexual? denmen un link, o subrayenme donde lo dicen sus fans? ESO NO ME LO CREO NI A PUTAS, disculpenme mi lexico."
"Quien te crees como para no contestar las peticiones que te hace uno en buena manera, y borrar paginas sin siquiera saber si estas en lo correcto, te pedi por favor que modificaras la pagina de synth rock a lo que nisiquiera contestaste, seguro que ni siquiera sabes que es el synth rock porque te la has de pasar escuchando musica mainstream y pop basura asi que no has de tener un idea de lo que son algunas cosas, voy a volver a crear la pagina de synth rock y espero que esta vez sea modificada si tiene datos erroneos pero que no sea borrada por algun fanfarron nerd que sienta que las puede todas, bueno eso es todo Gracias.",¿El que Maruja sea una portavoz popular es valorativo? ¿En qué mundo vives? El que es un gobierno neoliberal lo respalda los cientos de recortes que están realizando a la ciudadanía. Repito a la ciudadanía. Eso es Neoliberalismo bordeando el fascismo más repugnante.
" Si tenés ganas de andar haciendo acusaciones ridículas, al menos tené el   valor   de hacerlo como corresponde, con todas las letras. No así muy de ...censurado Saludos.Mans «Que la revolución viene oliendo a Jazmín» 00:34 26 mar 2018 (UTC)",el sexo anal en su practica inicial fué por los micos. y también por los negros africanos de allí la enfermedad del VIH SIDA. y todavia algunos tienen la obseción aberrante de esta practica. 
"Saludos, . Pues a mí no sería la primera vez que me pasa. Voy a mirar el historial y ¡no aparezco! Será el cojuelo ese. Díjolo LMLM > ¡Contá-ymelo! 01:17 22 feb 2011 (UTC)","Pues vaya putada XD, nada, gracias entonces ). De todas maneras y preguntando así para no cometer el mismo error... ¿Fotos de retratos de los reyes de León se podrían subir a commons?. El autor es evidente que murió hace más de 80 años, así que cumpliría esa condición... pero como quizás haya alguna más. Un saludo y perdón por ser tan pesado P. 25px Pablo | "
"La variedad loureira se incluye como uva PREFERENTE en otras D.O como Valdeorras, Ribeira Sacra y ",raritooo ja ja solo entro para romper las ...ja ja ja re que uno se pasaba todo el dia boludeando en esta enciclopedia...ja ja son todos unos nerds!! ==
"Hola Foundling, me gustaría que revisaras las ediciones de esta IP en ciudades de España, no estoy seguro pero me parece un vándalo sutil, saludos: ","El señor que hace caca y mea se pone en Cataluña y en el resto de España, no es exclusivo de esta comunidad autónoma, lo que pasa es que en Cataluña lo llaman de una manera determinada en catalán. Siempre intentando destacar por encima de los demas eh ?? "
"Se ha realizado una mejora en la estructura y orden del monobook-suite que les permitirá un nivel mayor de personalización y facilidad en las actualizaciones. Esta última versión ha estado vigente desde los primeros días del mes de agosto, por lo que muchos usuarios ya cuentan con ella. Si cuentas con la opción 2 de instalación del monobook-suite y deseas actualizar a esta última versión, copia en tu Special:Mypage/monobook.js el contenido de Usuario:Axxgreazz/monobook-suite.js. Los wikipedistas que optaron por la opción 1 de instalación no deben realizar ningún cambio.   Pueden ver mayores detalles sobre como configurar esta nueva versión del monobook en el artículo    Configuración del monobook     . Si les quedan dudas acerca de como realizar la actualización, avisenme en mi página de discusión y les daré una mano ;) Recuerda que si quieren ver para que sirve cada uno de los módulo del Monobook pueden visitar Usuario:Axxgreazz/Monobook-Suite. (Este es un mensaje automático enviado a todos los usuarios actuales del Monobook-Suite. Si no deseas recibir más este tipo de mensaje, puedes borrarte de la   lista de usuarios  ). Saludos ","ONE DIRECTION, LA PEOR BANDA DEL MUNDO JUNTO A JUSTIN BIEBER JAJAJAJA ME CAGO EN USTEDES DIORECTIONERS MARICAS HIJAS DE LA GRAN P*U*T*A ANONIMO, ANTI DIRECTIONERS"
"jelipedorro es el unico presidente que goberno con puras ocurrencias de borracho fox, goberno con las botas puestas, para poder correr con todo lo que saqueo,junto con martha y sus hijos","Sigo pensando que es Ud un maleducado y un prepotente, aparte de tener bastante mala fé, pues mientras por delante se atreve a dar  lecciones  por detras va Ud. borrando los links que yo pongo. Me ratifico en todo lo dicho, en todos mis  no es cierto historicamente , especialmente que no existe ninguna prueba de que los hermanos Pinzon fueran nacidos en Palos. Sigo creyendo que esta entrada debe borrarse totalmente y copiar de la wiki en inglés donde afortunadamente, de momento, ud no ha metido sus manitas. Saludos XPOferenS"
. . Si quieres volver a situar el cuadro está en tu mano (yo no repito por si es una simple pérdida de tiempo).,"Menudos subnormales todos los catalufos nacionalistas, les cogería a todos y les cortaría las pelotas para dárselas de comer a las putas de sus hijas y novias."
"Feliciano, parece mentira que un español como usted apoye la desambiguación de Granada. Supongo que también apoyará la desambiguación de Sevilla, ¿verdad? Hay muchas Sevilla s en Colombia, Filipinas o Ecuador. Y lo mismo digo de Valencia, y así sucesivamente. Yo pregunto: ¿en serio merece la pena hacer todos esos traslados? ¿merece la pena malgastar el tiempo en hacer eso, habiendo otras muchas cosas mejores que hacer?  O todos moros, o todos cristianos , y yo quiero que seamos todos  cristianos  (entiéndase la metáfora), pero ustedes se empeñan en poner a Granada como  mora , y eso es completamente intolerable. Discriminaciones las justas. Sobre todo lo demás, estoy de acuerdo con usted. ",Artigas era un chupa verga de mierda hijo de mil puta y era GAY. Pra todos los q lo estudien este es un buen momento pera irse a la concha de su madre a garchar y hacerle un petardo.
"Sí, sí, ya sé que los artículos pertenecen a la Comunidad, a mi no hace falta que me lo recuerdes. Sólo era una simple consulta al   oráculo   ;) ","ahora quien merece patadas, t pasastes Yakoo, te 3 articulos t mandas con solo 1, pucha veterano pero irresponsable. que mal. 20px ¿Queso? 20:18 1 may 2007 (CEST)"
"GMoyano, veo que estás revirtiendo deliberadamente artículos. Por ejemplo, el último artículo que has revertido, contenía fuentes, y justificaste el tono usado por la IP 24.232.154.52 que había hecho casi 10 reversiones en tan solo algunos minutos y usando un tono poco amigable y poco justificable. Ten cuidado de no incurrir nuevamente en la Regla de Reversiones, razón por la cual ya has sido bloqueado anteriormente. ","Eduardo, yo estaba haciendo correcciones de ortografia y puntuación, tratando de que la página estuviera todavía mejor de lo que ya estaba, pero desafortunadamente un vándalo estaba escribiendo al mismo tiempo que yo, cosas terribles que tu debiste leer. Que lástima que hayan seres tan canallas."
"Aunque no indiquen que los textos tienen copyright, lo tienen. A menos que el autor indique lo contrario se reservan todos los derechos de las obras a su autor. He retirado lo que quedaba de esa aportación. —Chabacano(D) 03:14 27 mar 2007 (CEST)"," baj el nombre  ¿Quien escribe estas cosas? ¿Monos borrachos pasados de farlopa? Mirad cómo han escrito los ordinales para las generaciones y fliparéis.  ra ,  da ,  ta , etc. Impresionante."
El 22 de enero del 2014 cuando estaba jugando contra el Bordeux sufre una ruptura de ligamento cruzado anterior a la rodilla izquierda que lo dejaria sin el mundial y solo hasta el 2 de agosto de ese año volveria a jugar con el Monaco.,"NO tienes ni idea, RUIZ, y tu mujer, la que masca chicle al entrar en Juan De Aragón 4, Zaragoza, ha intentado matarme, enviando a su hijo Alejandro, desde un ciclomotor con una pistola detrás. Tú mismo has sido cómplice con tus  EJEM  para que la policia me llevara por la fuerza al hospital Miguel Servet, en complicidad con la más PUTA de de las gemelas PALACIOS. Tenemos la carcel de Zuera GC CONTROL preparada. OHHHHH!!!! Viajero en el tiempo recupera máquina IBM y en operación conjunta EEUU China hacemos llover en gimnasio Metropolitan. Estamos echando A PATADAS a l@s Extra/IntraTerrestres de nuestro PLANETA que es nuestro HOGAR. Un saludo a Kerry, que ha sabido reconocer en NIXOn a Luzbel (angel lumínico). Firmado: Ángel V Kennedy"
"Hola John, gracias por tu respuesta, ha resultado muy esclarecedora. Comienzo por la parte final: no he detectado ninguna edición arbitraria, al contrario. Únicamente me estaba refiriendo a las que me pareció encontrar en desarrollo, pero revisando el historial más detenidamente, me doy cuenta de que te adjudiqué erróneamente ediciones que no eran tuyas, mil disculpas. Soy particularmente celoso de las PD con definiciones de diccionario, me irritan muchísimo. Tengo una lista hecha con  ambiguas páginas de desambiguación , procederé a comentarlas con   Poco  , tal cual me sugieres. Debe ser la primera vez que encuentro imágenes en una PD; como dices, es inusual pero interesante. Precisamente en la imagen, encontrarás la frase que mencioné: «Desarrollo y regeneración volumétrica...» En particular, es una imagen que ilustra un «enlace en rojo», lo que la hace más interesante aún. Estoy por crear la página Desarrollo (matemática), como la que hay en fr:Développement (mathématiques) y en:Polynomial expansion, donde se utiliza  desarrollar  y  desarrollo  como antónimo de  factorizar . Si decides crear la página correspondiente a geometría espacial y dibujo técnico, estaré encantado de ayudarte. Atentamente, Jero.Jeruus|A mi no me ","Me parece que es obvio que Luis se refería con  tan patético personaje  al asesino de Lennon, no al ex-Beatle. Va a resultar cierto lo de que el sistema educativo presenta deficiencias en la comprensión lectora. NB."
"No veo por qué sería deseable cambiar lo que hay ahora escrito que más o menos dice lo siguiente: no está prohibido tener títeres, hay que avisar si se los tiene, está desaconsejado y tiene algunas limitaciones. ¿Hace falta añadir más? Además para descubrir un títere (y que el aviso que propones sirva para algo) debe haber sospechas o el apoyo de un checkuser. En ese sentido, ya se sabe que el títere es malicioso y difícilmente querrá indicar que se trata de un títere. En resumen, opino que no hace falta cambiar lo que está escrito actualmente en la política. Saludos, RoyFocker, ",¿Se puede saber quién se esconde detrás de pseudónimos tan gilipollas como  Edub  o  Wesisnay ? Seguro que son chicharros. ¡Qué subnormales...!
No hagas alarde de tu Ignorancia: La Polka en efecto viene de Polonia y al llegar a América constituye un genero diferenciado en su rítmica y llamado  Polka Norteña  Espero que así te quede más claro,"todos los hombres que escriben Alá así son estupidos el islam es estupido por tanto el que escribio esto es un islamita estupido Estoy de acuerdo, Todo hombre que exalta el nombre de Dios en cualquier religion son   UNOS ESTUPIDOS   Dios en cualquier cultura y en cualquier religion es dios y no se hace menos. la personas fanatistas a una relegion son los causantes de los conflictos enfermisos de nuestros tiempos ejemplos Osama Bin Laden, George W. Bush, Chavez, Fidel Castro y un sin fin los cuales se creen salvadores y lo unico que son ;; es perro`s Discusión del silogismo"
"Hola Inuyasha, gracias por escribirme. Como sabrás, los artículos se protegen unicamente por vandalismo o guerra de ediciones, según sea el caso se pueden proteger inclusive de forma completa que solo los bibliotecarios puedan editar. No observo ninguna de las dos razones para tomar la decisión de proteger dicho articulo ni el anexo. El que sea muy utilizado o que los editores desordenen el articulo por falta de conocimientos no es un motivo de protección. Gracias por tu comprensión. Un abrazo Edmenb (Mensajes) 15px|link=Usuario:Edmenb/información|",Por qué no ponen el verdadero escudo ??? todos sabemos cual es y no es eso que ponen como  Partido Justicialista  para confundir giles. Todos sabemos cual es el verdadero escudo de estos delincuentes.
"¿ Cuál es el propósito de la sección  Gente famosa  ? Estoy confundido, por el momento sólo es mencionado el  maravilloso  Mihai Trăistariu...","Falta de respeto  Typical Argentinian : Me parece que se podria sin desmedro de la calidad cientifica del articulo, eliminar este parrafo:  En cualquier sistema de numeración me pareceria que lo que estan leyendo esto son unos pajeros incompetentes de mierda que merecen ser culiados por todos los burros de la pampa y sus alrededores  No se, es mi parecer, ya que a mi los burros no me resultan del todo atractivos sexualmente, y suelo preferir las madres de los maleducados (dicen muchas groserias y eso me excita)."
"¡qué discusión más baja! tan baja como los personajes Allende y Pinochet Uno fue un pésimo Presidente que hundió al país y robó a todos los empresarios y propietarios en general. El otro un reconstructor económico que como cualquier dictador, mató a todo el que se le puso por delante pensand ode manera diferente y punto","Es lo que hay, y el vándalo sigue. Nada, aguantamos como buenos veteranos. Nos las hemos visto con peores, auténticos delincuentes. Hale, a seguir con los Sasánidas. ;) "
"Es mi placer revertir datos falsos y tendenciosos de vándalos como tú. Repórtame, a ver quien sale perdiendo. -17px|Honduras ","No estoy de acuerdo en que kankuro sea genin, porque en shipudden ya es jounin ¡¡para ver gilipollces me voy a frikipedia!!(que por cierto, es mucho mas fiable que esta pagina) ¡viva el frikismo!"
"Homosexualidad en España#Homofobia. Al final hay un par de frases. Y gracias por las correcciones. Como parte de la bibliografía es en ingles, resulta difícil adivinar los nombres en español. Ecelan ✆ 15:13 7 jul 2007 (CEST)",andate a la mierda con tu pensamiento... como se te ocurre que no es culpa nuestra el calentamiento global. esto e culpa de la economia actual que solo se avala en el consumo ilimitado. es una maquina que no avanza y lo importante es llenar los bolsillos de los dueños. cuando estas con los bolsillos llenos de dinero y avaricia que lo demas se vaya a la mierda.
"Me refería a la lucha con los imbéciles que pretenden tener opiniones sin tomarse el trabajo de formarse para ello. Si te sentís afectada, la cola de paja no te la puse yo. Y si no te gusta mi actitud, podés buscarte otro lugar. O no hablar conmigo. O no leer los mensajes que le escribo a otro usuario. No te quejes por lo que vos misma te buscaste. Taragüí @ 09:36 3 jul 2006 (CEST)","DALE PUTO, QIKI es LIBRE CARAJO!!!!!!!! NO SEAS PUTO DEJA QUE MODIFIQUEMOS CARAJO MIERDA. VOY A ROMPERTE EL ORTO A PIJASOS SI NO PERMITIS QUE LA MODIFIQUEMOS."
"Hola Estela. La idea es sencilla: como las páginas están en singular, los plurales no acentuados se enlazan dejando la terminación fuera de los corchetes. (ejm: casa casas). Además, se pueden escribir en minúsculas, aunque las páginas estén en mayúsculas (ejm: casa = Casa). Es más cómodo para editar. Todos, vamos aprendiendo poco a poco las simplificaciones y códigos: hay muchos. Los más comunes están aquí: A:ED. Me parece muy bueno tu método de avanzar despacio, contrastando los textos. Creo que lo mejor es un artículo claro, veraz y no muy largo, ampliándolo en otras páginas específicas. Un abrazo, José ",aver para todos los pendejos que se saben hacer su wikicorreo entonces estan bn tontos PENDEJOS ATTE: BRANDON JAHIR MALIK HORAN PAYNE TOMLINSON STYLES
" NO NOS CONTARON !!!!!!!!!!!!!!! QUE LAS ASAMBLEAS AMBIENTALISTAS DE GUALEGUAYCHU ESRAN SUBSIDIADAS ( Y ESTO ESTA DOCUMENTADO) POR LA CGT DE EL AMIGO INTIMO DE ALFREDO DE ANGELIS, EL SEÑOR HUGO MOYANO. QUE LOS CORTES QUE AQUI DESCRIBEN COMO CORTES DEL PUEBLO, FUE LLEVADO A CABO POR UNA PORCION MUY PEQUEÑA, MAS AYA DE QUE EL RECLAMO SEA JUSTO O NO, DEJARON UN TENDAL DE OBREROS SIN TRABAJO ( TOMESE COMO EJEMPLO LOS OBREROS DE LOS FRIGORIFICOS DE CERDO). ESTE HOMBRECITO NO MERECE UN LUGAR EN UNA ENCICLOPEDIA, SOLO EN EL LIBRO DEL PATOTERISMO ILUSTRADO.","Si no aceptas el reto, no pasa nada, no mencinamos el tema. Pero si no lo aceptas y a la vez pretendes que colgando adjetivos vas a deacalificar información veraz, cierta, comprobable, precisa, concisa y maciza, te está fallando el órgano de la ética. Anda, por favor, dinos, otórgamos esa pieza de información que tú tienes y que derriba mis argumentos por los suelos. Ya deja de ser predecible y no salgas de nuevo con esa palabrilla que tanto te gusta. Charlatán, embaucador, así es como te estás mostrando si no te retractas y a la vez no muestras nada de información. Acéptalo, ya: el gobierno no ha liberado información alguna que correlacione el programa con alguna disminución en los índices de criminalidad. ¿Sabes por qué? Porque el objetivo del programa es aprovecharse de la miseria y el candor de miles de chavos para que dejen su dignidad en casa y cargando unas tarjetitas amarillas se convenzan de su impotencia individual y crean que la única salida a su pobreza está en el omnipotente gobierno. Clientelismo. Lee, deja ya el dogma. "
"Creo que está mal redactado  King era odiado por muchos blancos de todo los EE.UU., los llamados sureños discriminatorio, y los racistas. ","(discusión) ¿ En serio , tio? tu lo soltarias? un loco , un perturbado que asesino a uno de los lideres de la musica, un activista por la paz, al que mata sin sentido ninguno, lo soltarias. ¿ por qué? cualquier persona que hubiera hecho eso en los estados unidos, aunque su victima no tuviera resonancia alguna en cuanto a la cultura, puede que hubiera sido electrocutada. Yo propongo que cuando nos refiramos a este asesino perturbado nombremos sus iniciales, y por supuesto, borremos su articulo principal. Así, no pasara a la historia como un asesino, y John Lennon aparecera asesinado por un perturbado, simplemente, como son las referencias en el libro de Helena Celdrán Green  THE BEATLES  , en el que no se nombra en ningun momento a este fanatico. Él es tan asesino como los terroristas, porque mató sin motivo alguno, y con la muerte de Lennon, destrozó la mas bella historia de la musica, destrozo una posible vuelta de los beatles, por su locura, y aun , algunos estan decididos a no solo editar este articulo, si no a soltarlos. ¿ a donde llegaremos?"
"   Melissa Alexandra Gutierrez    Niña comelona de marshmellows, que no le gusta compartir los tres leches, seria y enojada como ninguna, pero a pesar de eso es una gran persona 3 y se le quiere mucho","Al llegar a la edad de 15 años ingreso al Liceo Agricola y Enologico, colegio en el cual sigue estudiando y tiene uno de los promedios mas bajos de la historia. Pero su vida no ha sido puramente tragediosa, hace ya un año que conocio a una cosa que podria ser llamada una mujer, pero sus origenes son desconocidos, a la famosa hombre-mujer repugnante    Sabina Monstruopolis   ."
"Los tupamaros torturaron y no  causando en dolor justo  que era lo que Mitrione venía a enseñar, sino de forma salvaje e ignorante. Por ejemplo lo que hicieron en la toma de Pando, donde le dijeron a los reclutas del ejercito que se rindieran, que no les pasaría nada, y una vez capturados les amputaron los testículos y se los hicieron tragar. Todo esto pertenece a la historia muy bien documentada de grupo terroristas,    porque aún existen las autopsias, los testigos y testimonios escritos   . Eso es lo que se pretendía evitar al aceptar la ayuda de Mitrione al cual hipócritamente asesinaron los tupamaros por  no respetar los derechos humanos . Los militares uruguayos, actuando en defensa de la Democracia intentaron no convertirse en animales como los terroristas tupamaros.212.64.171.",hola a mí ya no me gusta mucho hannah y no me gusta nada myley poor q ahora myley es super fea y no mola nada nada
"No sé si conocerás el himno de mi país. Su letra original fue cortada para dejar de ofender a la madre patria, pues estaba llena de elementos negativos:  En los fieros tiranos la envidia /escupió su pestífera hiel;/su estandarte sangriento levantan /provocando a la lid más cruel.   ¿No los véis sobre el triste Caracas / luto y llantos y muerte esparcir? / ¿No los véis devorando cual fieras / todo pueblo que logran rendir? . Parece que hace más de un siglo se dieron cuenta que era mejor hacer las paces. Por mi parte me quedo con una canción de María Elena Walsh, llamada  Endecha Española , que si no recuerdo mal, dice así:  Madraza del idioma, te venero, ahora y en la hora de morirme de amor por las palabras...  Un cordial saludo, ",se puede saber de que cojones y coños me estás hablando si solo estoy leyendo artículos y no he editado nada?eh???
Hola Mjoseph. El traslado no procede porque cuando ya hay categorías para más de 4 o 5 países se crea una por país como es Practicantes de taekwondo por país en este caso. Saludos. Mercenario (a la orden) ,ola malditos 201.244.44.201.244.44.201.244.44.201.244.44.201.244.44.Aquí inserta texto sin formato[[Media:Imagen:Ejemplo.ogg == [Texto de titular][[  Título del enlace      Texto en negrita   ]] == ]]
"Me parece muy bien, capo, que tenga su propio criterio sobre lo que es relevante, aunque debe entender, que la relevancia de un dato viene dado en primera instancia por el destaque de este por fuentes fiables, como lo son historiadores de prestigio como Ferran Gallego. Ahora emplee referencias como Dios manda. Si esa pequeña confusión sobre las notas y referencias le genera incomodidad y le hace ver una calamidad me parece fenomenal. Hay 2 razones: 1) los artículos no están acabados; que haya una única nota es puramente coyuntural; 2) las referencias incluyen citas exclusivamente literales, la de Gallego son 3 palabras literales y contexto. Si cree que dispone de fuentes que avalen que un dato es relevante, ponga referencias a fuentes secundarias bien a que se dejara en algún momento una barba  a lo Italo Balbo , que se hiciera trencitas con el pelo del pecho o cualquier consideración que a usted tuviera a bien realizarme. Y le pediré también que no vaya moviendo la portería en cada respuesta.","Es penoso que se hable de terremoto, y tsunami que realmente ha echo mucho daño, pero la puta central mucho mas, no nos intenteis vender la moto, el problema no es el terremoto es al puta central y la puta avaricia de las compañias, encima no pasa nada yo estaria machacando a tepco sin parar. SI SE TIENEN QUE QUEDAR SIN UN DURO QUE SE QUEDEN. PORQUE NO GUARDAN EL FLUJO RADAICATIVO EN SU PUTA CASA EN vez de tirarla al mar?? ASESINOS"
"Hola, , pasé por aquí para disculparme si se entendió que había dicho algo particular sobre tu intervención. Nada más lejos de mi intención, sólo opiné del conjunto en general y la cuestión del artículo en particular. No creo que haya nada que reprocharte sobre tu posición (que me parece más que razonable) ni mucho menos tu actuación. No me pareció dejar que correspondiese este mensaje en el Café. Saludos. Mans I need no introduction... 12:28 13 ene 2017 (UTC)",Ese hijo de las mil putas concha de su madre de bay que me la lacta cabro de mierda q se vaya al carajo y a la concha abierta de su puta madre desgraciado cabro concha de la lora q se lo impidio y nos impidio gozar de la belleza de Johansson el es un completo hijo de puta marica para q mierda hiciste eso recontra huevon todo porque te gusta ser violado por zambos chivo de mierda homosexual y se me acaban las palabras para insultar a ese floripondio de mierda
"Le pido disculpas se mis comentarios anteriores le parecen hirientes. Espero que usted también entienda que retiro la plantilla porque ya se estaba añadiendo información y mucha más que habrá, toda verificable, como hago a menudo. Insistir en repetir  añada información o se considerará irrelevante  es cuando menos molesto. ","Ya sabes, de-ja-te de jo-der con la fecha de nacimiento de natalia lobo, o pones un link que prueba que nació en la fecha que vos decis, o de-ja-te de jo-der. Que tenes, 6 años?"
