chosen,rejected
Jacques Verger était un article non catégorisé Michel Kaplan était un article non catégorisé Michel Bur était un article non catégorisé Bernard Guenée était un article non catégorisé,"J ai eu un mois noyé sous le boulot, qui rend mes réponses aux emails aléatoires. Novembre devrait être plus calme. Quand je pense que l autre taré pense que je suis chômeur, s il voyait les horaires que je me tape, certainement plus qu à la mairie de Molenbeek... Enfin, merci pour ton email et à bientôt. Clem     23      "
"Vous détruisez le travail des autres et leur faites perdre leur temps. On est tous passés par une phase où on a rencontré sur WP des gens qui ont le grand art d emmerder les autres. Vu le nombre d heures que vous avez au compteur, je doute beaucoup que votre 2e modification ait été fortuite.Sourceclaire1 (discuter) ",non mais t imagines ! le gogol nous sortait qu un seul penon à cochon ! c est insultant à la fin ! on allait tout de même pas mettre aglaé dans le penon des voisins ou pire dans la soue ! maintenant il en sort deux ! c est déjà mieux ! hop ! pitibizou ! 
"J avais remarqué, merci. Tu t la joue un peu hostile, ce soir ... Méfies-toi de mon petit cœur, il est un peu malade en ce moment, j ai besoin d amis. Serein [[[Discussion Utilisateur:Serein|blabla]]] ","Mon départ n autorise ni la diffamation ni le mensonge 1.    @ Alchemica    Mon départ ne vous autorise pas à me diffamer. Je ne suis pas l initiateur de la guerre d édits. Voyez plutôt du côté des négationnistes et de leur porte-parole, ce Pic de La Mirandole de la wikipédia qui se fait fort de discourir « De omni re scibili » et « quibusdam aliis » (comme ajoutait Voltaire). Soixante.deux.cent-quarante-sept 2.    @ Addacat    Faux ! Vous êtes une fieffée menteuse. Soixante.deux.cent-quarante-sept La règle est simple attaque = riposte. Soixante.deux.cent-quarante-sept (d) "
"Bonjour, 90.40.44.241, et bienvenue sur Wikipédia, l’encyclopédie libre et gratuite. La page        que vous avez créée vient d être supprimée par l administrateur Polmars avec le commentaire «   Ne répond pas aux critères d admissibilité de Wikipédia   ». Afin que toutes les informations contenues dans l’encyclopédie soient pertinentes, vérifiables et présentables avec neutralité, Wikipédia ne doit contenir que des articles qui peuvent être intégralement basés sur des sources indépendantes et suffisamment réputées. Un artiste, une association, une entreprise, un produit, etc. doit donc avoir acquis une certaine notoriété avant qu’un article de Wikipédia puisse lui être consacré. Si c est le cas, préparez les liens adéquats (publications académiques, articles longs et détaillés parus dans la presse de référence) et déposez une requête sur « demande de restauration de page ».    Ne recréez pas cette page vous-même.    Si vous tentez de la recréer, elle sera automatiquement blanchie par Salebot.   Si ce message est présent sur votre page de discussion et que vous ne comprenez pas pourquoi, il est vraisemblable que votre fournisseur d accès internet utilise des adresses dynamiques, et que l adresse que vous utilisez actuellement a été utilisée autrefois par un autre participant.   (bot de maintenance) ",l adgse avec confirmation du raport des bande organniser quj en temoigne je li ai mis une roste pour qu ils parle a cette enculer de terroriste il ma dit a raconter sarkosie ils a dit avoir menti sur tout les rapport de sitution de mes passage ls faud voir en enquet ca qu a les libert des peinne pour affabulaion du prsident et arrestation arbitraire orchetrer par les juifs ils a ete financer par ceux ci benamara nabil
L’article d’une encyclopédie se doit d’être objectif. Il ne doit pas figuré de commentaires de son auteur comme sur la fin…,"T as raison suce-boulle, continue a cirer les pompes des admins, tu iras loin88.173.24.20 (d) "
" a partir de  De réputation sexuelle sulfureuse, les bonobos restent les moins connus des grands singes  ca n a plus rien à voir avec la musique ( copié-collé d un article sur les singes ? ), puis on part sur la promotion du vice.","Wikipédia:Vandalisme_en_cours#Demande_de_blocage_:_Actu.27go.C2.A0.28d.C2.A0.C2.B7.C2.A0c.C2.A0.C2.B7.C2.A0b.29 Bonjour Lomita, Je commence à fatiguer à suivre ce crétin pour le révoquer ! Merci. Claude Truong-Ngoc (d) "
"Avertissement Bonjour,       , Vous avez découvert combien il est facile de modifier et compléter Wikipédia. Votre modification a été annulée, soit parce qu’elle est non encyclopédique, soit parce qu’elle contrevient à nos règles. Merci de faire à l avenir des contributions constructives et d’. Sachez que tout un chacun est capable de surveiller . Les administrateurs ont par ailleurs la capacité de vous empêcher d écrire dans Wikipédia. Le bac à sable est à votre disposition pour tester la syntaxe de Wikipédia. Hatonjan (d) ","  la tradition veut  une tradition ne veut rien du tout , elle est la conséquence d une habitude prise pour diverses raisons.  les jeunes du village  à bon il y à une limite d age? cela exclu les jeunes des villages voisins?  qui dorment en général!  on se demande pourquoi puisque tu ne dit pas que cela se passe la nuit  qu ils fassent des crêpes ou des omelettes  ils font ça surplace? chez les gens qui leur ouvre? donc beaucoup d approximation, d oubli et même d erreur grossière. comme tu es blonde et pas tres maline on te pardonne"
"Bonjour    78.243.146.6   , Votre modification sur l article « Benoit Caudoux » a été    annulée    en raison de son caractère non constructif. Si vous souhaitez continuer à apporter vos connaissances aux articles qui vous intéressent, il vous faut . Dans le cas contraire, cela sera considéré comme une dégradation volontaire et un administrateur pourra vous empêcher d écrire sur l’ensemble de Wikipédia. Un livret d aide est à votre disposition ainsi que le sommaire pour vous guider dans l apprentissage de Wikipédia. Le bac à sable est disponible pour vos tests. Si vous souhaitez de l aide, n hésitez pas à . Merci de votre compréhension. Alex-F (discuter) ",La personne qui a écrit le texte supprimé cité si-dessus est sans aucuns doutes un gros facho (aussi appeler un  jaques  ou un  boloss ) qui se fait victimiser dehors et longe les murs pour cela il vient ce venger la ou il ne pourra pas prendre des coups dans la guelle !
L auteur de l article ne doit pas bien connaître la ville de Montreuil pour affirmer que la ville a été moins touchée par les problèmes sociaux que les autres villes du département (à moins qu il n y ait une arrière pensée politique). Cette affirmation ne repose sur rien du tout. Quiconque connait les cités de Montreuil depuis les années 70 connait l ampleur des problèmes sociaux de la ville. L arrivée des  bobos  (terme abusif à mon avis mais devenu courant) ne change rien à la situation sociale d un grand nombre de Montreuillois. Il suffit d observer le nombre élevé de logements sociaux à Montreuil et la forte demande qui existe encore pour vérifier cela. http://www.montreuil93.net/1-8523-HabitatLogement.php ,"Bonjour, quelqu un comprend-il cette phrase qui selon moi, reflète bien la mentalité d un sys admin de chez Windows  Chez Microsoft, un domaine est une entité logique vue comme une enveloppe étiquetée. . Qui sur terre, est capable de comprendre cette phrase quand, évidement, on ne connais pas par avance la définition d un domaine ? Autre question, qui sur terre est assez con pour écrire une telle connerie (à moins qu il souhaite se vanter de savoir ce que c est) ? Sérieusement, imaginez vous répondre à un néophyte à la question  qu est-ce qu un domaine chez Microsoft  cette monstruosité digne d un véritable bâtard  Chez Microsoft, un domaine est une entité logique vue comme une enveloppe étiquetée.  ??? J attend des réponses, et si possible, vu que Wikipédia est une plateforme libre et accessible à tous, une définition claire d un domaine chez Microsoft. Nenu"
"Monsieur ou madame Dsaldoin, arrêtez vous insinuations fausses, si vous n êtes pas capable de lire un rapport du Ministère de la communauté française, je n y peut rien !!! Pourquoi n agissez-vous que sur cette page ? Demandez de l aide à quelqu un de cultivé qui vous traduise ce rapport qui contredit vos insinuations frauduleuses: http://www.audiovisuel.cfwb.be/index.php?eID=tx_nawsecuredl&u=0&g=0&hash=da5f14e4e9127f4704ca59beaab15ed9ab455818&file=fileadmin/sites/avm/upload/avm_super_editor/avm_editor/Publications/Telechargement_pdf/Bilan_CCA/Bilan_2005/Bilan05Chap2.pdf et maintenant annulez vos présomption et votre destruction de cette page, merci","gaspard est con c est un pitre cloewn, il est super inteligent il adort les pinguins il en mange au petit dejeuner tout les matinS?il adors Caballero et Jeanjass i ltravaille dans le noire c est un grossiste de canabis.il est en couple aec barbamama ils on eut 2 enfant bien quil est 13 an et elle 60 ans.Il voudrais être pornostars sur tukif,pornhub,youporn."
"Parce que maintenant il faut citer ses sources pour de simples définition de mots??... Si je dit chien mammifere de la famille des canidés, je dois citer mes sources? Il suffit d ouvrir un dico et on aura les sources!","Tu t es bien amusé ? Bon, eh bien, on en reste là. Et va apprendre l orthographe, parce que des sottises pleines de fautes, c est encore plus ridicule. Theoliane (d) "
On peut encore l améliorer mais il me semble valoir mieux qu un bon début. VVVCFFrance (discuter) ,"Mon commentaire étant simplement normal, j ai lâché un petit sourire après avoir vu votre réponse... pathétique, me traiter d ignorant alors que je me penche seulement maintenant sur le dossier... et c est toi qui parle d élever les cochons ensemble non mais on frise le ridicule là... une phrase en note n est pas une source jusqu à preuve du contraire!! Loic182 (d) "
"n hésitez pas à nous faire part de vos commentaires ! Pour les inscriptions ou désinscriptions, c est par là. ! Les choses évoluent avec le temps. Au moment de la publication, les choses ne sont pas forcément les mêmes que maintenant… Les articles sont renommés, d autres sont créés, etc. Du coup, c’est normal que certaines choses doivent être corrigées. ;) Donc désolé du travail que tu t’efforces de faire à chaque fois… mais merci beaucoup ; c est une tâche qui demande du temps… —         Mais sans ça, il y a toujours des problèmes de typographie ;) Mith (What ? You re talkin  to me ?) - Angers, le ","et oui lady GAGA est une hermaphrodite,elle est née avec 2 sexe,un pénis et un vagin,sa existe met ces tres rares,ces comme un homme qui est née avec un seul testicule ou une femme née avec 3 sein et c est vrai et sa arrive,c est une malformation, faut savoir que les hermaphrodites son stérile,donc ne peut pas avoir d enfant, ces un internaute qui a découvert un sexe masculin sous sa jupe lors d un clip qui a été public ET LADY GAGA ASSUME D’ÊTRE UNE HERMAPHRODITE,ELLE CE SENT BIEN DANS SA PEAU, et cela regarde que son intimité personnelle,ce considère comme une femme avec un clitoris surdimensionné qui ressemble a un petit pénis trouver ça sur le site,planète révélation,jeudi 25 février 2010, titre LADY GAGA est un hermaphrodite Guillaume urvoy (d) "
" Bonjour, Un article dans l édition duquel tu t es investi, Collège Elikya, a été proposé à la suppression (cf. Wikipédia:Pages à supprimer). La discussion a lieu sur la page Wikipédia:Pages à supprimer/Collège Elikya. Merci d y donner ton avis.Boretti ","Bonjour, je pense qu on devrait me mettre une balle dans la tête parce que je suis nouveau et que je découvre et commets des erreurs semblet-il!!! Alors supprime et salut! Balzeboul"
" cloclob à dit:   C est un article carrément de promotion politique !   -> Et bien tu n a qu a le modifier, toi le liberal ! zut! Alexandref ","Je vous ai signalé les effacements de contenus non justifiés auxquels vous vous êtes livré « événement  a  puis événement  b  » en guise de justification pour ces suppressions, vous prenez visiblement votre interlocuteur pour un imbécile. Vous ne pourrez pas dire que vous n aurez pas été prévenu... D | "
"@ Rédacteur Tibet Les chiffres 57 et 864 sont contemporains l’un de l’autre, il fallait comprendre « Nirmal n’a que 57 résultats ». Qu’il n’en ait eu que 9 à l’époque de la suppression, témoigne d’une (petite) amélioration de sa notoriété. Si vous tenez tellement à sa biographie, vous pouvez toujours demander à ce qu’on réexamine la question. Pour répondre à votre affirmation que , voici ce qu’indiquent cinq médias parmi ceux qui ont fait appel à lui BS, a China-Africa expert (  RFI in English  ) BS, a specialist in Chinese politics (  The Manila Times  ) BS, an expert on ethnic politics in China (  7 News  ) BS, who specializes in the issue of race in China (  CNN  ) BS, an expert on ethnic politics in China (  Digital Journal  ) Son domaine principal (et le premier) d’  expertise   (  Excuse my English  ), c’est « ethnic politics in China », l’autre domaine (le plus récent) étant les liens entre la Chine et l’Afrique. Il faut préciser que sa reconnaissance en tant qu expert vient aussi du nombre et de la notoriété des médias qui l invitent ou le citent. Elnon (discuter) ","Les droits ne se viole pas aussi aisément, espèce d imbécile ! As-tu récupérer mes données avant de les supprimer ? Dans ce cas c est du vol qui plus est. Tes intentions sont malsainnes dès le départ. Il ne s agit pas d essai personnel."
" . D un côté, il est vrai que la notoriété sur internet est toute relative, car il est possible rapidement d avoir des milliers de vues sur une page. Mais il est évident que  Hugo tout seul  est un phénomène grandissant et il serait bête à mon avis de supprimer une page qui est propre et surtout sourcée ! Ce n est pas tous les jours que l on voit une PàS dans cet état là. (Je crois). Cordialement, mb06cs (d) ","Bonjour. J ai vu ton coup de gueule sur ce site qui prétend  buster  Wikipédia, à supposer que tu en sois l auteur (il ne sont pas à une falsification près). Si tu es bien l auteur, tu as évidemment raison dans ton analyse. Il s agit bien d une « belle brochettes d’abrutis ». Pour le reste il est inutile de perdre son temps à vouloir argumenter avec ces trolls. Lebob (discuter) "
" Merci Moumine pour tes encouragements. Je n ai pas eu le temps de tout refaire pour tous les cantons suite mais je vais le faire. Un petit signalement il existe des nouvelles versions des blasons des cantons suisses sur la page Blasons de Suisse. Je les ai d ailleurs mis sur ma page personnelle pour les cantons que j ai visités (Utilisateur:Esperanza222/Visites). Esperanza222, le ",celui qui a marqué sa est un blaireau car sans nirvana le grunge n aurai pas pris son envole. un fan
benoit XVI est homophobe notoire ce qui est gravement puni par le code penale français mais il beneficie de son immunite de chef d un pseudo etat le vatican,"Au vu de certains propos, on dirait que non, effectivement   On rapporte qu il aurait dit du maréchal Lyautey, courageux soldat et homosexuel notoire  Ça, c est un homme qui a des couilles au cul. Dommage que ce ne soit pas souvent les siennes   "
"La page d’accueil du site , , affiche un lien vers le site pour enfants [] qui signifie en arabe (« Nos Enfants »). Ce site comporte plusieurs rubriques, prônant le djihad contre les infidèles en général et les Etats-Unis en particulier, et affiche des écrits antisémites expliquant aux jeunes lecteurs comment les Juifs ont assassiné 25 prophètes d’Allah et que c est une coutume juive de tuer les enfants. D’autres pages affichent des textes présentant Séville et l’Andalousie comme partie intégrante de la grande patrie musulman et évoquent la longue période de prospérité que ces régions ont connue sous le règne musulman.mario SCOLAS ","diff=63138505&oldid=63138174&rcid=64009073 ) , en notant le nom d un épisode de Futurama parlant du New Jersey . L épisode s appelle  un GROS tas d ordures ...Et là votre robot refuse ma modification car le mot  gros  est une grossiertée et que je suis un vandale...Un peu nerveux Salebot ;). Au revoir ."
"Gros problèmes de forme (orthographe, grammaire), certaines phrases sont presque incompréhensibles. Il faudrait vérifier aussi l orthographe des noms propres (noms de villes avec ou sans tiret, majuscules, translittération, etc.).",D abord avant de ouvrir ta grande gueule tu peux de la fermé un tous petit peu DUVAL Benji (discuter)  J ai évidement bloqué quelques jours DUVAL Benji pour ses propos   Sebk   (discuter)  Merci et bonne soirée.Sismarinho (discuter) 
"   Je remarque aussi que tu ne réponds toujours pas a mes argumens    Pour y répondre, encore faudrait-il que je sache lesquels sont-ils. Deansfa, Alex-lbhe et moi-même sommes ok pour un split. GL participe à cet accord puisqu il donnait un conseil pour trouver le nom de l article splité. J appelle donc cela un consensus. Il n y pas de consensus encore sur le nom du nouvel article mais c est un point que l on peut voir plus tard. Pour l instant, j ai séparé ce qui était sérieux de ce qui tenait de la rumeur. Marcoo ",MEC TU PUES DU CUL SI TU MREBLOQUE JVIOLE TOUTE TA FAMILLE DEVANT YEUX ET APRES JTE FAIS BOUFFER LEURS INTESTINS 82.232.37.189 (d) 
 Expliquer pourquoi en fin d article  Enfance et famille  les prénoms de ses enfants Geeta (ainée des filles) et Prashant (seul fils) deviennent respectivement  Geetaji  et  Prashantji  lorsqu ils sont cités comme enseignants le Yoga Iyengar.,=O OH MON DIEU!!! JE PEUT PLUS ECRIRE DES CONNERIE SUR UN SITE DE CON!!!! PITIE ARRETER MOI!!!! - casse twa tapette cest pa comme si tu mavais ramener larmee nationale chez moi tu sais? keske tes cooon!!!! bon jte pardonne =P
"Bonsoir, il semble que la prochaine édition se prépare... J ai lancé la discussion sur la page de discussion de ","décision autoritaire que je conchie ( je chie dessus, c est plus ou moins choquant ? ) "
"Bonjour, je vous remercie pour votre réponse. J ai bien fait passer les liens en note comme vous me l indiquez. Pourrez-vous me dire, si vous en avez le temps, si cela peut convenir à harmoniser l article pour que celui-ci soit conforme à la charte Wikipédia? Je vous remercie et vous souhaite une bonne journée. Elisec76 Elisec76 (discuter) ","L humour, c est ce qui fait rire les autres. Là, ça tiens d avantage de la masturbation de puceau boutonneux )Lilyu (Répondre) "
"En opposition à son image de philosophe emblématique de l humanisme des Lumières et de chantre de la tolérance, Voltaire a été accusé de faire preuve de racisme et d antisémitisme. Ces accusations reposent sur un indéniable corpus de citations, qu il faut cependant discuter et contextualiser, Voltaire souscrivant malheureusement en cela aux préjugés de son temps. Voltaire a écrit sur l égalité de tous les êtres humains. Mais il a par exemple aussi écrit, dans le   Traité de métaphysique   «   Enfin je vois des hommes qui me paraissent supérieurs à ces nègres, comme ces nègres le sont aux singes, et comme les singes le sont aux huîtres et aux autres animaux de cette espèce.   » - voir aussi l    essai sur les moeurs et l esprit des nations   et . Selon l érudit et rabbin conservateur Arthur Hertzberg, l   antisémitisme moderne est davantage l enfant des Lumières que du christianisme  et découle directement du libéralisme doctrinaire de Voltaire, Holbach, Diderot et Marat plutôt que de la théologie chrétienneArthur Hertzberg, Les origines de l antisémitisme moderne, Presses de la Renaissance, 2004, ISBN 9782856168998.",zazouzazou75000@gmail.com 😂 Tu vas voir de vrais soucis . Tu es ridicule Dedene75 (discuter) 
"Bonjour, 31.38.125.80, et bienvenue sur Wikipédia, l’encyclopédie libre et gratuite. La page        que vous avez créée vient d être supprimée par l administrateur LPLT avec le commentaire «   Bac à sable   ».    Ne recréez pas cette page vous-même.    Si vous tentez de la recréer, elle sera automatiquement blanchie par Salebot. (bot de maintenance) ",HOMMAGE AUX SOLDATS D HITLER HITLER A CREE DES HOMMES RUDEL A DIT DIEU MA CREE POUR ETRE DIFFERENT MERCI DIEU JE SUIS UNE BELLE RACE BELKHEIR
"Personne ne t avait mis de bandeau de bienvenue ?!? Crotte alors. Bon bah, bienvenue en France, ca va me faire plaisir de te revoir ! °_° Régis B./pipapo ","Tu es un catholique parfait homosexuel, dégénéré et pédophile. J oubliaias raciste. D accord avec 82 machin chose retourne dans le ventre de ta chienne de mère. Ton Christ a baisé sa mère pour lui faire un gosse et toi tu es le résultat de relations consanguines. Tout comme le pédophile Mahomet qui a défloré Aïcha à 9 ans. Quand on voit tes contributions les canonisations effectuées par l antisémitye Pie XII."
" heuuuu non c est pas normal... La seule explication c est que je l ai lancé à la main hier (j ai un peu bosser sur le code à cette heure là), mais je n en ai aucun souvenir. A surveiller mais à moins d avoir une conscience, il ne peut pas se lancer tout seul...Ghoster (¬ - ¬) ",il es nul nul nul on es 3 a le hair ahhhhhhhh il ma dit des rots mots et je le deteste son anniv c le 18 01 1997 jai eter avec lui au primaire et il es bien pire cet anner y a plus pire que pire et ses pirrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrre ahain oh i hope you ready for the first time of your live i wille kille you like the party ==
"Malgré l avertissement que vous avez recu, l utilisateur Alchemica n a pas jujer bon d en tenir compte, ainsi la situation passe au stade numéro 2. Si l un d entre vous est prèts à discuter pour négocier une solution à l amiable, il peut le faire sur la page suivante: Discussion utilisateur:Wacky25","Pauvre Thierry, il est très déçu de n avoir pas pu fourguer sa camelote frélatée. Qu est-ce qui est  nauséabond ? Le fait de lyncher, violer, rôtir, massacrer des millions de personnes pendant des siècles? Ou bien celui d insister pour que ces faits incontestables soient tenus ici seulement pour ce qu ils sont un crime odieux perpétré contre des Nègres, pour la seule raison qu ils étaient des Nègres, par goût immodéré pour le lucre.    La  traite sémite  c est du    sous-dieudonné    avec son délire antisémite  .  ça c est de la mauvaise foi, bien crasse, consistant à décéler de l antisémitisme dans la seule expression  traite sémite . Plus exactement, il s agit de diffamation visant à intimider l autre. Stratagème minable dont tu as usé en vain. Je comprends que tu sois déçu... Et dire que tu feignais d être offusqué lorsque j ai pointé tes  intentions de procès d intention . Tu t en remettras bien vite, vas... Ogotemmêli "
"Bonjour       ,    Dernier avertissement !    Veuillez    cesser immédiatement    toute dégradation de Wikipédia. Au prochain acte de vandalisme, vous serez interdit en écriture sur l ensemble des pages de Wikipédia. — Superjuju10 [[[Discussion utilisateur:Superjuju10|     Contacter la Aubline     ]]], le ","Vous insinuez que je suis que je suis payé? vous êtes sérieux? Votre manque de discernement est consternant.Vous n avez qu à revoir l historique pour vous faire une idée.En ce qui concerne le message non signé, non je ne m abonnerai pas à la page facebook d un voleur qui n a jamais été jugé donc pas blanchi comme vous dites.la malhonnêteté,la jalousie c est votre fort à vous et vos semblables. Vous pouvez me bloquer si ça vous chante.Je ne vous salut pas. Message déposé par le "
"Frédéric Donzel ne semble pas répondre aux critères d admissibilité. Vous êtes par ailleurs un faux nez, mais ça n a influé en rien sur la décision de suppression. Moez   m écrire   ","TU FAS CHIER TELLEMENT DE MONDE, SALOPE CATHOLIQUE, QUE CA VA T ARRIVER. JE VAIS ALLER DANS TON VILLAGE ITALIEN ET TE CREVER TU POURRAS REJOINDRE TON CHRIST QUI, LASSÉ DE BAISER SA PUTAIN DE MÈRE, POURRRA T ENCULER DANS TOUTES LES POSITIONS. C EST GRIBECON QUI VA ÊTR FURAX. Bloque moi, salope, alors que mes contributions sont constructives. MORT À THÉOLIANE ET A DOCTEUR COSMOS."
"Bonsoir. Je n ai pas dit que tu avais fait des conneries, mais que même si tu l avais fait, on pourrait te le reprocher, mais cela concernerait tes actions, alors que dire que tu es un con, c est une attaque. C est une image pour dire qu on peut critiquer les contributions, mais pas le contributeur. N interviens pas trop, ceci dit. Cordialement, Asram (discuter)  ok merci bonjour ! Sg7438dring... dring, c est ici ! ",Je ne l avais bloqué que 30 minutes en guise d avertissement afin de l encourager à discuter plutôt qu à saloper le travail des autres. Med 
"Attention Piège ! Ce n est pas le blason d Auzon qui est demandé, mais celui d une communauté de marchands. Ça n a pas forcement sa place dans l article (Le blason arts et metiers est cité en tête de page, mais sans explication et tombe comme un cheveu sur la soupe. =ça renifle une demande privée) . En plus, tu apprécieras sans doute le dédain avec lequel est jugé ton travail (style infantile) Tu fais ce que tu veux, mais à ta place moi, je retirerais mes billes.  Merci Ssire! Nu! kerdas mi gravas ne estas la afero! gxin mi en la mondo metis do la decidos amiko! Ha! mi faris malfacillegeblajn frazojn se oni nin ridas ;)! Mi jam scias ke la frazoj estas malfacillegeblaj! Donc pas de problème! Au fait, ne t aurais je pas croisé sur babilejo avec mon idole Karesema, et Kristain, Koko et les autres? j ai comme un vague souvenir! Pas de souvenirs... Je n ai fréquenté les babilejoj qu une petite semaine, et ya longtemps... Regarde plus haut pour le CD d Hozier. Envoie un mail par ma page perso, pour arranger ça. A+ ",C est les vrais numéros de bus espèce de petite pute alors ferme bien ta gueule david boyer de merde. Chizatm (discuter) 
"« par équipes », suivant la règle, respectée partout ailleurs, selon laquelle plusieurs équipes concourent... Très étonnante comme remarque. D ailleurs, si je devais aller plus loin dans les remarques, j irais jusqu à dire que la formulation exacte devrait être « CE d athlétisme par équipes »... Necrid Master (d) ","...de wikipédia, c est vouuu... Mais vous n êtes pas seul à nager au fond de cette cuvette infectée par le pipi de la psychanalyse. En votre compagnie, se trouve Perky-la-petite-sotte, entre autres... En attendant que l on vienne tirer la chasse, et laver les abords que vous avez tant salis à grande eau, il s en faudra du temps, hélas. Mais, ne désespérons pas qui sait ce que l avenir vous réserve, Môssieur l étron mou de wikipédia. Fr ?..."
De rien. J espère que cela aidera le CAr à traiter ce problème aussi vite qu humainement possible pour rétablir un fonctionnement serein des PàS. D4m1en (d) ,"Deux points ouvrez les guillemets   dis  Peter Greenfinch  je sais une chose tu as une grosse gueule pour venir insulter les gens impunement caché que tu es derriere ton ordinateur, tout petit boutonneux branleur que tu es. Mais es tu capable de venir devant moi et de prendre le risque de t en prendre une dans ta sale gueule de petit branleur. sale troll, je sais que tu trembles de peur en ce moment, car tu es un faux jeton ;) tu es meme pas un homme, tu es une sous merde, quand ta mere a accouche de toi, elle a mis 9 mois avant de sortir la grosse merde que tu es. Ne t inquiete pas, un jour je serais devant toi, et ce jour, y aura personne qui m empechera de te crever. tu peux tout de suite aller voir les flics pour plainte pour menaces, sache que je n hesiterais pas a venir crever la sous merde que tu es !  "
"« Car je ne pensais pas qu elles susciteraient une théorie du complot de la part d un wikipedien...etuh non... je voulais dire que je ne pensais qu elles susciteraient, en bon français, un débat entre wikipédiens », il se trouve que plusieurs des articles en question étaient sur mes suivis, c est tout. Et je dois penser de quoi de votre commentaire? Vous vous foutez de ma gueule? Eristik φ "," et laisser les Scathophaga stercoraria comme Loudon dodd faire leur travail. Tcho Ludo Bureau des réclamations   Hein, Mouche à merde ? Unefois   autrechose    "
"Est-ce que les Juifs racontent n importe quoi sur la Croix ? Si oui, je proposerai en PàS. DocteurCosmos - ✉ ","on s en fout completement bande de gros nases de merde, allez donc faire quelque chose de plus utile au lieu de vous chamailler comme des ados de 14 ans c est rdicule ca fait peur. pd"
Il s agit il me semble d un article sur Guillaume Pepy et cela n a rien de privé. Mais je crois que vous avez décidé de faire votre caca nerveux et rien ne pourra vous en empêcher. Allez bon vent... Lud. Pietenu (d) ,"KYRO, TU N ES QU UN DEMEURÉ, UN SALE CONNARD ! JE TE CONSEILLE DE TE TIRER UNE BALLE DANS LA TÊTE ! (Brice666) BdV dB (d) "
"Il existe un article consacré à la “livre mannoise”, je le rappelle. Donc si vous êtes d’accord avec moi, sa suppression me paraît inévitable. — CheepnisAroma ","En plus d un admin au pseudo de Moyg(moyenne générale?, médiocre?), dans le genre cons et fières de l être, je vois mal comment faire mieux: d aprés fr.wp, l ombre est une illusion d optique. Je fais de la diffamation, certe, mais pas de la calomnie puisque les faits sont avérés, donc diffamation légale. Sur ce, je me tire, ciao "
"Bienvenue dans la confrérie des Censeurs fascistes et pas de quoi, à chaque fois que je te croise, c est pour une bonne intervention. Archeos Deviser","Parce que je prétends à l existence d armes de destruction massive, peut-être ? Commences déjà par apprendre à lire correctement un texte ; tu auras ainsi quelque chance de placer des bandeaux de désaccord de pertinence à bon escient, et de savoir ensuite les justifier, au lieu d essayer de trouver des ruses pour ne pas le faire. Glacier "
"Désolé la fin du précédent message est inutile et obsolète, jviens de voir qu en fait il s agissait pas du tableau sur lequel j avis travaillé. Mais pour en revenie au truc jpense qu il faudrait voir pour se mettre d acord sur la thèorie libérale (en bon économiste tu dois bien avoir un bouquin sous la main pour te le remémorer) JEANnot lapin ","Parfait. Dans ce cas, je vais te donner moi-même personnellement les arguments pour me faire BLOQUER définitivement. L**** de mro, tu n est qu une *************** et je vais te s****b*****p***, car tu n es qu une *********** pleine de *********** ****, et encore, je suis calme. Donc, ma biche, tu as le choix soit tu me lâches les baskets, soit tu me lâches les baskets. A ton choix. = = "
"Vous allez enfin vous décider, oui ou zut ? Finissez-en, il n y a plus que vous qui trainiez. Franchement, entre les trolls qui ceci cela, mon mauvais caractère, le coté fondamentalement démagogique de ce projet... Il faut tirer à vue. Qu on lui coupe enfin la tête ! J avais posé une proposition de vote assez claire, pourquoi perdre tout ce temps ? Merci.",thales une équation simple la seule équation pour se guider dans l’univers mais pour y aller c 1 velo(archimede et c cercle) bande de con et c moi qui le dit david faugoo mediocre fan d Archimede
 Je précise aussi que tes interventions ont été faites sous une IP tout à fait identifiable si une suite devait être donnée aux menaces proférées contre un contributeur (« tu cherches la fight »). Tu devrais trouver un autre terrain de jeu qu un projet encyclopédique. — S   t   a   r   u   s   –   ¡Dímelo!      –    ," Oui, les gays pédophiles. Par dizaines. En flagrant délit avec des mineurs 12-13 ans. Que c est désagréable pour de militants LGBT !"
 tu boudes ? tu me fait la gueule ? Cordialement dit. Le tigre à dents de sabre.Claudeh5 (discuter) ,"Je lis ce faux débat avec stupeur. Le professeur Alain Bauer n est-il pas titulaire d une chaire en criminologie ? Dire que la criminologie n est pas reconnue en France est une ineptie grave de la part des personnes qui prétendent débattre. Vous cherchez a toute fin à avoir raison alors que les faits vous donnent tort. J ai eu Naudin et Raufer comme profs à la fac il y a des années. Ils sont dans l annuaire de Paris II. Ils enseignent pour la Gendarmerie Nationale au titre d un accord entre Paris 2. Source suffisante ? ou vous allez considérer qu ils sont universitaires clandestins, ou juste là pour faire la plomberie, ou nettoyer les salles de cours ? Vous êtes pathétiquement pitoyable. Fabienne M4.59.87.190 (d) "
