chosen,rejected
"Re:194.80.32.8
Hi Bhadani, thanks for the note, and I've reported the vandalism to the abuse department. Since they use XFF headers, I'm sure they'll find out which student it is and... invite the student over for a little chat with the Head of the User Services Department... All invited students have so far apologised for their actions...  ʕ",Bite me. In the butt.  (talk - )
""" 

 == It looks like this article could be a copyvio == 

 Almost word-for word from this source:http://en.academic.ru/dic.nsf/enwiki/11432917. It looks like this article was based almost exclusively on that source.   ""","F*** YOU, EVERYONE!"
"Because' has become a preposition, because grammar, because internet 

For Mandarax's lovely enjoyment, because has literately become a preposition, because.  On a side note, I hadn't seen the chocolate lab photo before.  After seeing the photo, I have this insatiable desire to ask  to marry me.","::::Wow... Because I know her brother and he obviously knows the truth? And Captain Red Hook? I don't recall adding you to the conversation; judging from Canary's userpage, I'm guessing he's a boy and boys don't worry about that stuff unless they travel around neighborhoods full of gay people."
"== Authorship == 

 Current scholarship is divided on who wrote the Gesta, the three possibilies as presented in Nirmal Dass' recent translation are thate like Steven Runciman suggests in the passage in the article, that it was written by a italian norman aristocrct who participated in the crusade.  The second possibility is that it was compiled soon after the events of the crusade by a scriptorium of monks.  The third is that it is more a literary endevour and that it relies more on the importance in the middle ages.  the wikipedia article on the gesta should be edited to reflect these, although I dont feel qualified to do so myself.",":Get a life, you fucking cocksucker."
"Launch Date 

No where in the article does it mention when Stumble Upon was founded. The home page says copyright 2001 - 2008. I believe this information is relevant and should be added to the page. I, however, cannot find a more concrete date as to when the software went public. -76.16.200.83","""

 Irresponsible 

If you checked, I was not spamming Wikipedia, but my link is the first to come up when you search """"BMtron"""" on Google, not a spam link.  I advise you to pack your bags for Jersey, mo'fucka!!"""
""" 

 ==Chak De GAN== 
 Hi Dwaipayanc - How's everything? I know you are on break but I thought I'd let you know that I've nominated Chak De India for WP:GAN. To do so, I had to significantly reduce the plot which was about 1000 words over the normal limit of 900 words. I think that this is potentially both a GA and FA article. -   
 :Hi! How are you? Yes I noticed in my watchlist that Chak De was in GAN. Unfortunately i do not have the time to go through the article properly. It seemed the lead is short.    
 ::All is well, just going back to some articles that seem to have potential. I understand about time, no pressure...When you do have a moment, if you could tell me what the lead needs to make it stronger, I would appreciate it. Good to hear from you, -   
 :::IMO, two sentences on the plot would be nice in the lead. Also, the real life inspiration for the film may be added. These two aspects will be good for the second paragraph of the lead. The third paragraph of the lead may contain the box office and critical and award success. The Margaret Herrick library factoid in the lead seems unnecessary (although I have no idea how prestigious that is). 
 :::At present the last sentence of teh first para of the leads reads ,""""..Khan and Chak De girls"""". I think it would be better to explain the """"Chak De"""" girls here (eg, the players that the coach handpicked to play... etc).   
 ::::Thanks!!  Let me think about these points and I'll let you know when I've revised the intro. -   

 I re-wrote the lead. When you have a free moment, could you take a look? Make any changes that you feel are necessary or let me know on my talk page what can be improved. Thanks so much, -   

 :EXCELLENT! How about adding in the plot return of Khan to his ancestral home head held high at the end of the movie?   

 ::Ok, I made the changes. Take a look and let me know what you think. Also, the article is seriously in need of free images but I can't seem to find any - not even of SRK. If you have thoughts or ideas, let me know. -   

 ==Thank You!! and further...== 
 That was a pleasant surprise! thanks for the barnstar!! 

 Now, coming to the image issue. Images of party, set, press meeting etc in Indiafm.com are under Creative Commons Attribution 3.0 license, as can be seen in several images such as  and . There are a few such images for Chak De in IndiaFM. please see . Please upload these images in wikimedia, and then use it in the article. Regards.   

 :You're welcome!! The barnstar is long overdue and well deserved... 

 :Thanks for the tip about images. Perhaps I can ask you, when you have a chance, to upload the images to the commons? I don't mind doing all of the tweaks etc. to the article (and I really appreciate your help in this area...) but it would be great to have the help of other editors in terms of uploading images - thanks for the tip though about IndiaFM, that is very helpful to know about. I did add a few free images to the article, which are somewhat related to the topic though not the best - it would be great to see more Bollywood film project editors work on the article in such areas as images and adding further information... Though I know you are technically on break at the moment so any help you can give is appreciated!! Thanks, -  ""","""

 retARdED 
i was wondering how long it would take your faggot ass to stalk me
finally after a few months you get it, well, i guess ill blank my user page and create a new account, since you have to be a little bitch
ive done so many constructive edits then an anon (which is probably you) runs through and reverts a deletion which is perfectly fine and not vandalism, you run to his rescue. go home, little girl. burgz33 is unblocked october 1st anyway, so ha!  """
"WP:Record charts#Websites to avoid, WP:BADCHARTS 
I'm sorry, but I've had to undo many of your recent additions. top40-charts.com is listed on WP:Record charts#Websites to avoid, and many of the charts you added are listed on WP:BADCHARTS. In general, it is best to restrict chart additions to Billboard and the charts listed at WP:GOODCHARTS.—","WHY BOTHER. YOU HAVE SUCH A CRAP SYSTEM? WHY BOTHER?
IF Wiktionary won't let AOL people edit without an additional id added to their computers, why does Wikipedia? Answer, they don't give a toss if they waste my time because they don't have to pay for it. They can sit back and laugh, smugly. Oh how they laugh."
"23 August 2006  

 Please do not add commercial links or links to your own private websites to Wikipedia, as you did in Thin client. Wikipedia is not a vehicle for advertising or a mere collection of external links. You are, however, encouraged to add content instead of links as long as the content abides by our policies and guidelines.  See the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.",DiD you blocked me ? I warned not to do it . You are on my list
"Delta Police Department 

I've reviewed your edit to the DPD and I'm not sure where in the source article did you find:
 a) the DPD officer was the person who uttered racial slurs
 b) the DPD officer was the person who threatened to use a taser","_______________________________________________________________

Yes yes yes, 094 conducted patrol in 2014 without missiles. The Chinese are so stupid that they can not even make a missile work. Go ahead USA start a nuclear war now with China. You most hated and bitter enemy. They utterly destroyed your economy and is your biggest debt holder. Go ahead USA nuke China, they do not even have a missile that work !!"
"re: backlinks 

The backlinks to the list are needless given that the list is listed on top of the category (after I fixed that myself a few minutes ago) and that it doesn't provide all that much more information than the category does. There's simply no need to over-link, especially in those articles which are, by and large, stubs.  21:26, 6 Nov 2004 (UTC)","== Why are you trying to censor me? == 

 You must be a jew..... go fuck up other countries with your jewish pride did you know this is the reason why the nazis attempted to solve the problem because your people don't know when to STFU"
""" 

 ==Intentional leak?== 
 This isn't worth adding to the article, but does anyone else feel that a 320Kbps leak of the album surfaced intentionally as some form of a """"fuck you"""" statement to the RIAA when he found out about the cease and desist orders they issued for the intentional USB leaks? Trent encouraged the audience when introducing the live premiere of """"Survivalism"""" that the album would be available to steal in """"a couple of weeks"""" (I'm not saying he planned to intentionally leak it when he made this announcement), but maybe upon hearing about the RIAA's bullshit he issued his own little """"fuck you"""" to them by leaking his own album. He's a smart man Reznor, he knows it won't hurt record sales, not as much as it will hurt the RIAA. (If this were the case).  ""","== LAN Airbus == 

 I put the LAN Chile Airbus because its the 2nd best airline in the world. Take the stupid american one off. Conchetumadre ql de mierda chupala wn csm. Dumbass."
in an allhiphop.com article posted on april 17th it says that dr.dre has not worked with the Game on the album...so its doubtful that he will be on the album.,"::Ya, just me being a smart ass. (Need help?"
"Clare Potter thanks 

The image is great, and I had a look at your edits - really good. I'll come back to the references you inserted and re-work them to fit into the format of the other references within the article, but wanted to say thank you. Do you have a special interest in American fashion history?   

Thanks for the compliment, I have an interest in topics related to New Jersey (among many others), think that images almost always enhance an article, and try to be thorough in researching topics I choose to edit. Often, I have personal experience that enables me to find sources readily or contacts for photographs and relevant materials.","asshole? 

congratualtions on being such a huge fucking asshole!!! Bongwarrior

65.75.190.17"
"John Redhawk born January 12, 1898 died January 16, 2014 age 116 years and 4 days. He is the last known war veteran of the Mexican Incursion.  He was an Indian scout with the U.S. Calvary.","Get a life !!! 

what a sad, lonely life you must have where you get a boner by playing Master of Wikipedia, deciding whos edits stay and whos get reverted. My comments were rational and factual but like everything else in life, subjective. Nothing in life is truly objective although you probably disagree, hence your career as a Wikipedia editor. Congratulations on being a bigger loser than I thought possible. You just made me feel better about my sh*tty self!!!"
"Isn't that tantamount to saying the article needs splitting? Could we start a list of proposed titles? 
Premiership of Abhisit Vejjajiva
?","zionist jew

please stop spreadin your lies, bias, and propaganda. your a zionist jew, that suports  the terrorist state of israel, and you want our nations to help your sorry state. im digusted at your posts in the Israel discussion page, almost makes me puke! zionists are going to cause armageddon to us ALL! and even if your not Israeli, i know your a zionist, because your views about Israel, are BIAS! Zionists are obviously going to want the destruction of Palestine, and support the mass genocide of INNOCENT palestinians! Were fighting your war in IRAQ! youve tricked our nations in suporting your terrorist state. You probaly also want the creation of the old ISRAEL baxck to, which involves the invasion of countries like SYRIA, IRAQ ...hmmm maybe thats why your starting wars with them, and stereling oil, by creating OIL pipes! be ashamed you ZIONIST! for the sake of humanity86.139.179.254  
!"
"== Same image used for Vinnie Colaiuta article== 

 The same image is used for the Vinnie Colaiuta article. I don't know what either drummer looks like, so I'll leave the fixing to someone else.","Thanks 

Thanks for the barnstar. This place is filled with morons, I tell you."
"""Good start, especially to the temperament section. The appearance section needs expanding, and the article needs references. Some pictures of other colours would be very nice.  (talk) """,harass and threaten people
""" 

  Please stop making test edits to Wikipedia. It is considered vandalism, which, under Wikipedia policy, can lead to blocking of editing privileges. If you would like to experiment again, please use the sandbox.  ''''''  ""","I'm keepin' your poop in a jar
Till the day you come back, so Idon't forget just what you are 
Yeah I'm keepin' your poop in a jar

You thought you took everything ,but you left somethin behind me. 
I scooped it out, I bottled it up. 
And now its there on the stand by the bed to remind me. 
In case I ever forgit , you're just a piece of .... poop.

I'm keeping your poop in a jar, till the day you come back 
So I dont forget just what you are, 
Yeah I'm keepin' your poop in a jar.
http://www.free-lyrics.org/11709-Hayseed-Dixie.html

(Hey pretty pretty lady)

Let me testify,
I had a moment of weakness once , so I opened the lid for a smell. 
Then it all came back to me baby, when the vapor was rubbed, I remembered you well
How could I ever forgit , ah but you're a piece of poop.

I'm keepin' your poop in a jar, 'til the day you come back so dont forget just what you are, 
Yeah I'm keepin' your poop in a jar, 
Ho everybody sing, 
I'm keepin your poop in a jar, till the day you come back so I dont forget just what you are 
Yeah I'm keepin' your poop in a jar, 
Keepin' your a poop in a jar.
Keepin' your poop in a jar.
Keepin' your ...a ... poop in a jar!"
"== Ravel theories == 

 Given Ravel's Bolero, I'm wondering if you have any psychosexual theories about Maurice Ravel.",""" 

 ==You Suck Cock== 
 Why do you link everything on your page to an article about it, even words like """"i""""? Dumbass..."""
":::That reference is a good start, , although it is still what Wikipedia calls a primary source, i.e. it is the PBL talking about itself.  It would be much better to get coverage from a reliable secondary source - but until one can be sourced I guess this is better than nothing.","""

fucking cops with no sense of humor. go fuck yourselves, go play """"quidditch"""" you assclowns."""
""" 

 ::It may not be technically a paradox in strictest logic, but it's a strikingly counterintuitive result which some interpretations of some theories could lead to, and so is of interest in that respect.  It may not particularly """"refute"""" determinism, but it's still been discussed by many people down the centuries...   ""","""
I assume good faith on your part, UserQuiddity, because you have always been a gentleman. Accordingly either you are mistaken, or Wikipedia is subject to easy fandalism, because the facts, as I know them are substantially different from your presentation. The page in question is Jewish Bolshevism, which is a so called noun + adjetive expression (according to Wikipedians). The fact is that those who explain or justify the hatred of Jews are crackpots and Antisemites. My position is simple: Jewish Bolshivism has only an antisemitic meaning, interpretation, usage, justification, etc. I am not responsible for the fact that that Draius/red (whatever his difficult to remember name is) user deduced that I have insulted him. The insult was his own deduction. I did not hurl at him any insult. And that term popsucker is just my paraphrase of the other dofficult Wiki word for a Wikipedia who disguises his identity. I am not allowed to name any of the people I suspect - what's that word, I don't know, and I do not wish to waste my time looking for it - it sounds something like suckpoper - can you help me out on this? Also, I can no longer locate the Wikipedia linked expression Don't be a dick. Can you please provide me with the link to it. Also, it would be helpful if you located that link to that """"popsucker"""" term. It was user:Noetica  who suspected a pop-x to be disguising himself as such. And   
[[Yours truly"""
:::But right now the book is more notable. The film isn't out yet.,"My dick, and the way it slaps people across the face.  28 June 2005 10:41 (UTC)"
"""::128.135.116.37, there are two reasons you shouldn't stoop to personal attacks in this matter.  One is that it's against our code of conduct.  The other is that...  well...  it's really sad.  This is what riles your blood, inflames you with a fever for vengeance?  Whether """"negatron"""" is a real synonym for an electron or not?  That's ... really sad.  If you were getting inflamed about something that would send a single child in the world to bed hungry  then your inability to keep your discourse civilized would be more understandable.  But I can't help thinking that if you woke Einstein himself in the middle of the night and cried """"Professor Einstein, someone's calling the electron a 'negatron'!"""" his response would not be """"Gruss Gott!  Those  dickless bastards!"""" but """"Oh.  Can I go back to sleep now?""""     

 ""","hello 

there is a special place in hell for your kind of faggotry.  enjoy the ban."
""" 

 :Both this and the freedom of speech issue you mention above are due to the complicating factors of active/passive and first/second-order rights in addition to the positive/negative distinction. The rights to freedom of speech and religion are second-order passive rights, or """"immunities"""", and they are negative forms thereof: they say not merely that you are permitted to speak and practice your religion freely, but that you may not be prohibited from doing so: it is forbidden for anyone to make it forbidden for you to speak or practice your religion freely. Such negative immunities protect your positive first-order active rights (liberties), but are not identical to them. 

 :This may need better explanation in the article, but unfortunately I haven't the time to do it. I think what we have now (or had, before someone apparently deleted it to day... which I've just reverted) explains it accurately, but could probably be put more clearly to avoid random readers like this from being thus confused.   ""","suxk my dick 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice b"
:Don't hate Wikipedia. Hate copyright. -,"stupid bots deleting pics

I would like to ask a HUMAN to review the entry, and possibly add photos from the links I have provided. I cannot figure out how to do it myself.

Also, someone should either reprogram or shut down this BOT.

April 2008
 Welcome to Wikipedia. Although everyone is welcome to contribute constructively to the encyclopedia, one or more of the external links you added  do not comply with our guidelines for external links and have been removed. Wikipedia is not a collection of links; nor should it be used for advertising or promotion. Since Wikipedia uses nofollow tags, external links do not alter search engine rankings. If you feel the link should be added to the article, please discuss it on the  before reinserting it. Please take a look at the welcome page to learn more about contributing to this encyclopedia. 

Your edit here was reverted by an automated bot that attempts to remove unwanted links and spam from Wikipedia. If you were trying to insert a good link, please accept my creator's apologies, but note that the external link you added or changed is on my list of links to remove and probably shouldn't be included in Wikipedia.

The external links I reverted were matching the following regex rule(s): rule: '[a-za-z][0-9]{2,}\.photobucket\.com/albums/.*\.jpg' . If the external link you inserted or changed was to a media file (e.g. an image or a sound or video file) on an external server, then note that linking to such files may be subject to Wikipedia's copyright policy and therefore probably should not be linked to.  Please consider using our upload facility to upload a suitable media file.

Please read Wikipedia's external links guideline for more information, and consult my . For more information about me, see . Thanks!   

Granted - yes, they are links.... but to PHOTOS intended for that particular entry. They are of the album, the tv show, and the video respectively.

Of course, a stupid BOT would not know this. I suggest a HUMAN review the data personally.

75.8.35.177"
"""::Sorry to be a pain in the bum. I just need some clarification on the WP:Edit war page then, as it is what I consulted before making the change. I'm pretty sure I read it on another page also, that specifically uses the terminology """"does not contribute to edit war count"""" but I cannot seem to find it.
 On that page it states; """"Reverting to enforce certain overriding policies is not considered edit warring""""
Am I to understand that WP:DontRevertNoConsensus is not a policy? Have I misinterpreted something?
 Just after some clarification so I don't get in trouble in the future. Thank you!
  

""","Accept what
Accept what, you putting your dick up someones ass."
"You, sir, are my hero. Any chance you remember what page that's on?","== CHANGES TO DUARTE ARE TRUE == 

 Wikipedia sucks."
"'Pen Pals' 

 *Kiara Kassandra Sarona Panto 
 *Ayano Shirimori Vargas","(Damn it! If you have a heart attack you will be brought to the hospital of the Republic of Kosovo, which will be spending my taxes on you! Hmmmm... Ah OK, I would agree to that, I like the Republic of Kosovo to treat equally all foreigners. Even those who have ocupied us in the past like Turks and Serbs, Bulgarians or Germans)"
I decided to cut my vacation a bit short. Due to heavy snowing I am stranded so I will be bored. Dont get me wrong I am still a bit nuts... Talk|@,Go fuck yourself you stupid bitch go do something better with your life instead of sitting the whole day behind your computer and 'editing' go do something useful and stop wasting power that way you can help greenpeace on wikipedia.
"==zoroasterian false claims== 

 It is rediculous to claim that Zoroaster proclaimed Ahura Mazda as the monothiest god of manking for the first time in history in the times of Cyrus and the father of King Darius the great around 700 BC. 
 It is more rediculous that in no time Zoroaster declared yet another unborn god Ahriman yet as another god hence Dualism. 

 It is known that the first ever writings of Zoroaster was his dream of seeing Ahuramazda the one god well known so to the iranians for time immmemorial , then declaring seeing another god like a shadow to ahura mazda in the second dream two weeks later as he writes. 

 It is well known that Zoroaster is the first man claiming another unborn god hence he is the father of dualism. he was no revealed religins-prophet like monothiestic religion (Noah, Abraham=Judaism, christianity and islam) for he declares getting his knowledge from dreams never spoke to god or a messenger of god). It is impossible to dissociate Ahoramazda from Magusis the adherants of Dualism, of whom King Darius the Great clearly declared a war on them by killing the Magusi sardis the usurpur of the kingship and declaring a yearly day celebration called (the day of the killing of the magusi Magimortis) in which he allowed his people to kill any magusi (dualism adherant) in that day even in the magusi;s own house, this is why magusis used to hide in that day in other places in that day of the year. 

 Obviously  much later after Darius the Great  that the Magusis (adherants of Zoroaster) managed to take control of the great Persian kingdum) which caused its demise , the magusis continued control of the poor persian people who hated magusis until islam freed them from those magusis and deported them back to their home land  India. 
 It is known that Magusi in semitic is same as Nagusi ( ie dirty person: a person who uses magic by invoking evil spirits by using dirty (Nagis) stuff such as wolf's tail  or putting urine in foood or drink to do favours to women for money (like a woman who wants her husband to love her again or to get pregnant etc). It is well known that the magusis were not from Persia but a low cast from India like gypsies who used to do dirty works for the Persians namely slaughter of animals) that is when they started making future predictions (fortune telling) by studying the signs on the liver of the slaughtered animals. Zoroaster was one of those Magusis who was a great Magician (do magic by dirty stuff) and proclaiming for the first time in history the ideas of Dualism in an official religion. Arabs said in their ancient writings before islam that Zoroaster so disgusted people that they gave him the nick-name Shuraik (ie who adds another god to G-d) since pagans and poly-thiests since ancient times belied that the other gods they worship were not just representations (spirits) of the one mighty god, however Zoroaster was the first to declare a shadow god to the mighty g-d hence God of light and god of darkness to explain the inequality and injustise in the world (remember they were a low cast from india avoided by people (magusis used to live away from villages just like gypsies because they were considered dirty lowly (heathen) posessed by evil spirits they get from the animals they slaughter for the persians). 
 Even the word Magic, Magician, Magi (plural of Magusi in English) come from the magusis of Persia who were not native of Iran but gypsies from India who use Magis=Nagic=Dirty stuff to do their witchcraft and favors to stressed women and men throughout history).even in our times!! 

 Conclusion  Ahura Mazda The name of the Monothiest God in Ancient Persia has nothing to do with dirty Zoroaster prophet of Dualism who appeared circa 700 BC very very late in the history of manking.","""Hey Malik Shabazz- how's it feel to know I played you like a fool? This dumb racist wannabe-Jew moron actually thought he was having an intellectual discussion with """"ElliotJoyce"""" when """"ElliotJoyce"""" was none other than """"Vost"""", the same user that had ripped Malik Shabazz a new asshole months earlier. But you know what the funniest part of all this is? I WIN. I literally have about 17 other accounts that have absolutely nothing to do with """"Vost"""", """"ElliotJoyce"""", or """"Accreditor"""", and I've used those accounts to transform Wikipedia articles to match my tastes, which usually means countering the racist garbage from pseudo-intellectual cancers like you sweety. See, from all of the edits I do, you dumb idiots pick up only a fraction to revert- while I've been keeping you busy with Vost socks (which itself is a sock of another account), I've committed over 200 edits under the radar from special-proxy rotations in the last 4 days. I have 2 admin accounts, 5 non-admin accounts of previously active users which I've since been able to commandeer (more on this later), and about 10 standard self-created accounts. What's even more hilarious is that the reverts engendered by my socks usually cause enough notice to the article that I don't even have to do anything to get my views to dominate: I let other users add fuel to the fire that I started. But you know what the absolute kicker to all of this is? I got you, yes you, you Jew-wannabe, black racist cancer smear, to violate numerous Wikipedia policies and your own Wikipedia philosophy by going after me, vendetta style. I BROKE YOU ON YOUR OWN TERMS. And even after all that, my major points and edits prevailed. I win, and considering that your power level on Wikipedia is considerably more entrenched than my own, my victory is that much more devastating. The IP I'm using at the moment, courtesy of the 24-hour computer lab in my dorm, is about 1 of thousands of batch IPs I have access to, which gives me even greater security and privilege to spread myself over Wikipedia in case my special proxy rotation is ever categorized as a proxy, and thus blocked. Oh, and regarding the commandeering of accounts: graphical analysis password bypass and deconstruction (GAPBAD) is a rather effective means to obliterate CAPTCHA; its use is only feasible at specific time intervals when security measures on the target fluctuate or do not register properly. Guess which account is getting targeted next as soon as Wikipedia undergoes its next server hash? ). You've been warned in advance. Just remember: I win. You can't do anything to me. Go back to being a Jew-wannabe sweety. Jews are white, not black. Remember that too- that's why you're not accepted and never will be accepted by mainstream Judaism or Western society as Jewish. OWNED. How's that taste? L M F A O."""
"Now, about semi-protecting Super Why!...
Congrats on thine success on becoming an administrator. Now that you're an admin, can you please see about really making the effort on semi-protecting the Super Why! page?  those vandals will not stop changing those edits we have all made, including the fact that two episodes were knocked out that will air November 28th. And I'm also sleep deprived, too!   4:58 AM US EDT Oct 14 2008",":Thanks for fixing that.  Stupid cookies, indeed."
"I realise that the titles of the various earls could possibly be clearer, but as you will see if you look at the Earl of Moray article, sorting this out is a non-trivial task.  Anyone who wants to do so is welcome to try, but they should discuss this on the talk page first.  09:30, 2005 May 22 (UTC)","LOL!!!!!
Like you can stop me. I am forever eternal you fagboy. Can't you be a little more creative and less obtuse? 70.149.233.153"
"Seamus (dog) 
I noticed that you have made edits to the Seamus (dog) article.  There is a survey to determine whether the Seamus article should be kept, renamed, merged, or deleted. Thank you.   
Talk:Seamus (dog)#Consolidated survey",could you quit being such a huge fucking loose butthole you stupid cunt.
? Why did you decided to remove it?,"A question 

How big are your boobs?"
"Re: Re SPOON JACKING:

I myself have been the victim of the heinous epidemic that is spoon jacking! No sooner than when my back was turned, my jacks had been well and truly spooned. The road to a complete recovery is certainly a never ending one. Please believe me eating soup with a fork is no gentle walk in the park.","""

 The Dick 

  The DickHead Award BOOOOOOO   """
""" 

 == Last warning == 

 You have been wreaking havoc on several pages by adding false nonsense about Venezuelan certifications and sales. Where you get the balls to add """"Million"""", """"Diamond"""" and other fabricated certification levels, I do not know. Keep it up, and you'll be reported.  •   ""","republic of mosquito 

FAGGOT! FAGGOT! GET OFF MY INTERNET!"
"::Well, I spended hours to take photos on a sci fi convention and decided to upload free image on Wikipedia of uniforms, actors etc.",Fuck Calvin in the ass. LOL
"==Blocked== 
 You have been temporarily blocked from editing for vandalism of Wikipedia. If you wish to make useful contributions, you are welcome to come back after the block expires.  |","fuck you 

you're a fag"
":This suggestion came up years ago. The consensus was that Larry Wall already found an unambiguous name with no collisions with other languages. Why fix what isn't broken?  

 :It is possible that Perl became less of the duct tape of the internet because of JavaScript. But it is hardly causal that the article name caused any lessening of the usage of Perl. I notice that JavaScript is coming up against its own walls of deployability /understandability (at LOC in the millions), which is another possible factor in this phenomenon. It is more likely that other languages took notice of the successes of Perl and took the language features they could implement (viz., regular expressions, closures, here documents, etc.)  which then affected the usage of Perl. But the other languages are also experiencing their own problems /limitations. So it's a two-way street.",PISS COMING FROM MY ASSSSS!!
"Thank you for pointing this out. I used the Yahoo! search engine to look up information relating to his death, and added in how Jones was related to it.","so, who the fuck gives a damn, you dipshitted lesbian?"
"While we once had an article on the O'Higgins clan, it didn't cite reliable sources backing up the information, such as textbooks on Irish history or articles in reputable magazines. In fact, it gave no indication that the various O'Higginses actually all belonged to the same clan. Thus what could be used of it was merged into the article on the family. 
You can use the Article Wizard to write a new draft that summarizes what such sources report about the clan. Please note that we also have an article entitled Ó hUiginn, though that too is in dire need of work - right now it basically duplicates O'Higgins (surname).","npov
You yell at me about NPOV, but your the fucking sock puppet."
"""

""""September 5th"""" minus """"August 28th""""  =  """"a minute or two.""""  I shouldn't have been  """"surprised"""".""","OH FUCK YOU DOUCHEBAG, IT'S JUST WIKIPEDIA, SERIOUSLY GET A GRIP ON YOURSELF AND UNWAD YOUR DAMN PANTIES."
"It seems that it significantly informed her understanding of the use of ICTs and motivated her interest in them.  Admittedly, I don't know offhand of any notable interviews, articles, etc. outside of danah's self-published material that makes this connection.  I personally believe that the media have totally missed this important and interesting connection but that's beyond the scope of this discussion (and a significant weakness in this particular argument).","you are still a cock sucking FAG! 

you are still a cock sucking FAG!"
You need to sign the above and your RSN post.,"RE: MMC
You know what I'm beginning to see why people are no longer using this site for references of ANY kind. You revert the edit because I called somebody an ass? So what does this have to do with the article in itself? 

The cast members are already listed to the best of knowledge and there's no Chris Butler, Issac, etc because that messes up the total cast itself.Rocky"
"""::::: mikemikev, that's just not correct.  'genetic regression' is the statistical idea of regression towards the mean applied to genetics (considered as a random phenomenon).  the reason why siblings' scores are closer to the mean (according to Jensen) is that when taking a random sampling of genes from the same pair of parents, the second draw (e.g. second child) will on average be less extreme than the first child (given a list of assumptions too long to mention at this point).  Ludwigs2 

""","""

I""""M NOT BEING A FUCKING BABY! CALL ME IF YOU DARE! SINCERELY LANCE BOYLE!

1-617-669-2468"""
Also what specifically have i been blocked for and for how long?,"I will flay you alive, you fking stalker. 

I shall enjoy your screams of agony as your blood slowly pools across the floor of my basement."
"* I think that KUSA should be owned by NBC, since to me Gannett treats them like crap, and WTVG for the heck of it.","== SHUT UP! == 

 SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP SHUT UP! You need to SHUT UP right now!"
"Would other users understand? I would hope they would per WP:AGF. Perhaps someone can find an even better solution, like using an archived version of the page.

Citing the Britannica is OK, although as a tertiary source, it would be most acceptable if no other, more secondary source could be found for the same information.","Put it in the article.   Don't let black supremacists on this talk page stop you, they are outnumbered by non-racists."
